,System 1,System 2,System 3,System 4,System 5,System 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,M1 STA,DM1 STA,M2 STA,DM2 STA,M3 STA,DM3 STA,M4 STA,DM4 STA,M5 STA,DM5 STA,M6 STA,DM6 STA,LQR Value function,LQR Integral value function,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6
21,4.79,5.06,4.76,5.01,4.75,4.83,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,0.384659540120184,0.5895256360628779,0.28675844664019134,0.2918185480503862,0.3241758864718468,0.49201565902741634,0.27943872194804875,0.5895256360628779,0.34084033212146286,0.3932110680169241,0.35422493208314704,0.6893257360628781,1689.3056802534732,61040.85865310841,-111.58747340587063,-43.18963849411555,-103.84018491823804,-84.36746397984429,-93.46332649613579,-118.36863345597503
22,4.78,5.01,4.79,4.95,4.86,4.85,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,0.3803955699789831,0.538936110426815,0.2654922122244285,0.24152672950233584,0.3380562085009706,0.541523643368389,0.26692315205380046,0.538936110426815,0.32940519203675767,0.3428178569489072,0.34533744285722995,0.6386364103268152,1781.8344646641583,62822.693117772564,-106.21138964800362,-43.63896601984583,-105.28843057036332,-85.41156246014158,-73.71781750315394,-109.18859500618767
23,4.84,5.1,4.79,5.06,4.74,4.89,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,0.368862803609758,0.48839717431638824,0.2394289263876578,0.1912852027728335,0.35080103549378067,0.5909821197250207,0.246411078311093,0.48839717431638824,0.3489337087543924,0.3924750390919583,0.3332837289356532,0.5879977739164883,1917.1978155893073,64739.89093336187,-92.47725170057166,-27.173838942511757,-110.21827332020618,-65.88152232386376,-93.63186883524314,-97.78770837109893
24,4.86,5.06,4.8,5.03,4.77,4.91,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,0.3565983686581924,0.4379087771420719,0.21795950750287996,0.14109391757006068,0.35563154486186715,0.5403911376052957,0.22977125938825174,0.4379087771420719,0.36319557467307645,0.44208256405286633,0.32056930511681087,0.5374097761425718,1998.3205726459885,66738.21150600786,-83.91924599637204,-26.681995520717255,-102.60184190539292,-63.61169782409192,-95.14027382348746,-89.12485863361566
25,4.87,4.81,5.05,4.91,5.0,4.86,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,0.3447826562081873,0.38747086836492983,0.24069897788836425,0.1909528236524906,0.3307571230726792,0.4898507464676904,0.24177735357581862,0.4874708683649298,0.3400025427362835,0.3916404814888135,0.3163954824266619,0.4868723663664292,2035.5754259106475,68773.78693191851,-76.84452161236572,-62.152750653582835,-66.9276384942839,-83.20549833694069,-61.94761222794491,-89.04478954986978
26,5.0,4.91,4.9,5.21,4.71,5.11,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,0.32274375044653925,0.3370833974965649,0.2490712452866888,0.2407618708288381,0.3197276544387445,0.4393608957212227,0.21417759855209573,0.4369833974965649,0.36376416855042554,0.44124884100732464,0.29016516397955955,0.4363854940000628,2240.8787767034764,71014.665708622,-55.99908220735245,-55.9780297895757,-78.89651450385193,-42.38234174991009,-101.32276751482019,-54.010482005157655
27,4.91,4.99,4.86,4.95,4.91,4.97,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,0.31069601402311975,0.28674631409906837,0.23539745357920935,0.19052110895800928,0.3177166333958306,0.3889215348255015,0.2226868930204255,0.48654641409906835,0.3484335871449804,0.39080759216631733,0.2761667462165169,0.3859491085060628,2195.5814346799784,73210.24714330197,-61.14165254444842,-41.44410511078178,-78.01007144218053,-78.15925455785512,-72.41790100706808,-64.93847641584061
28,4.96,5.05,4.94,5.15,4.74,5.02,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,0.29476016004549865,0.2364595677849693,0.21719512043334993,0.14033058784905128,0.30410525502157465,0.338532613290676,0.20069990872781523,0.4360598676849693,0.3697180059645046,0.440416784574151,0.2589252855333228,0.3355631593975567,2408.7263221523162,75618.97346545428,-50.19251990225054,-29.523390426838773,-63.45362388572043,-49.778627508975035,-97.39045045839286,-53.93519369242305
29,4.98,5.01,4.95,5.19,4.76,5.02,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,0.27855216450876874,0.1862231082171843,0.2056201589224183,0.09019025726120224,0.29107060018723235,0.28819408067738533,0.1774469965617328,0.38562380781728434,0.38746641389935715,0.48997636778957687,0.24333848146993564,0.2852275962381592,2514.9883604461666,78133.96182590045,-42.90380557018002,-29.24874709466078,-57.19466218617582,-40.16485041609283,-100.39001251494187,-48.88362477699586
30,4.98,5.02,4.97,5.17,4.76,5.04,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,0.26422333462554615,0.1360368851089671,0.1947124456351694,0.04010006700394103,0.27746658525125834,0.23790588659670797,0.1571835794801662,0.3352381840094671,0.4040907203218549,0.5394863914217873,0.22744232026431058,0.23494236864192103,2616.3959142851713,80750.35774018562,-38.03700736192361,-23.344740712355517,-49.95380023712259,-37.545709296767654,-105.71170297157236,-41.69164892504511
