,System 1,System 2,System 3,System 4,System 5,System 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,M1 STA,DM1 STA,M2 STA,DM2 STA,M3 STA,DM3 STA,M4 STA,DM4 STA,M5 STA,DM5 STA,M6 STA,DM6 STA,LQR Value function,LQR Integral value function,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6
10,4.55,4.61,4.62,4.53,4.54,4.65,5.062821518156257,5.062821518156257,5.062821518156257,5.062821518156257,5.062821518156257,5.062821518156257,0.38263412140465886,0.5472582335230769,0.35123977545318136,0.5472582335230769,0.37752085422246984,0.5472582335230769,0.36802062854476597,0.5472582335230769,0.385037344748447,0.5472582335230769,0.3659164172269603,0.5472582335230769,3021.494618823728,41442.61842682891,-37.6292913268024,-35.621642126738145,-35.28402271902685,-38.29589115159382,-37.963033586840254,-34.28088258014299
11,4.52,4.61,4.61,4.59,4.73,4.54,5.069101282748944,5.069101282748944,5.069101282748944,5.069101282748944,5.069101282748944,5.069101282748944,0.4122043020691671,0.5967109752895539,0.3760664834311577,0.5967109752895539,0.3997532883928756,0.5967109752895539,0.3931224489419586,0.5967109752895539,0.3772652698690338,0.4967109752895538,0.39526077106850876,0.5967109752895539,2650.7873949075442,44093.40582173645,-55.6778313635838,-51.48226750929113,-51.47941596229094,-52.41092691875341,-40.84506710390022,-54.744546495636165
12,4.5,4.61,4.56,4.58,4.71,4.54,5.0753803653398695,5.0753803653398695,5.0753803653398695,5.0753803653398695,5.0753803653398695,5.0753803653398695,0.44199624173985064,0.6461142643142643,0.39958878362453465,0.6461142643142643,0.42572303385987453,0.6461142643142643,0.4178831112843986,0.6461142643142643,0.37531403979928296,0.4462142643142643,0.42329215119808905,0.6461142643142643,2215.5785963057483,46308.9844180422,-77.94521698474513,-71.11656356690408,-74.21808310443639,-72.97528208083077,-51.843371349742746,-75.4609946143285
13,4.61,4.59,4.82,4.53,4.68,4.56,5.08165870395702,5.08165870395702,5.08165870395702,5.08165870395702,5.08165870395702,5.08165870395702,0.4583490643497384,0.6954681500499501,0.4238561528515925,0.6954681500499501,0.40745554031763825,0.59546815004995,0.4458715783482315,0.6954681500499501,0.38913949207170057,0.49576805004995006,0.448148067210489,0.6954681500499501,1845.2401124196886,48154.22453046189,-93.23083194597113,-94.80152186951585,-68.66436661786149,-99.50678395298931,-71.59503303564982,-97.1544131656922
14,4.82,4.58,4.78,4.53,4.64,4.67,5.08793623663573,5.08793623663573,5.08793623663573,5.08793623663573,5.08793623663573,5.08793623663573,0.4386636057896551,0.6447726818999001,0.4477849177790554,0.7447726818999002,0.39407475810857867,0.5448726818999,0.47246602417853845,0.7447726818999002,0.4082568571023821,0.5452722819999001,0.4442256702063298,0.6447726818999001,1583.2188210645306,49737.443351526425,-86.41404078337717,-118.45340467728637,-80.67854909667612,-123.14508461454278,-93.8650117360628,-100.50007742583097
15,4.7,4.59,4.87,4.52,4.72,4.64,5.094212901419286,5.094212901419286,5.094212901419286,5.094212901419286,5.094212901419286,5.094212901419286,0.4320226675904799,0.5941279092180002,0.4690376047178051,0.7940279092180004,0.374400829860817,0.49432780921800007,0.4985799567680967,0.7940279092180004,0.40223072053157954,0.49472700971790023,0.45622533949541355,0.6941279092180003,1379.1505939351612,51116.59394546159,-105.19234053264643,-138.17192572804714,-76.453320700363,-145.6329114159563,-92.49281619053747,-122.21943994733921
16,4.59,4.67,4.83,4.55,4.88,4.56,5.100488636359539,5.100488636359539,5.100488636359539,5.100488636359539,5.100488636359539,5.100488636359539,0.4543389906112549,0.6435337813087822,0.46472851148634875,0.7432338813087823,0.3596284585438794,0.4438334814087821,0.5196917417309346,0.8432338813087824,0.38119702844985814,0.4442322827081823,0.48012727783492515,0.7434337813087823,1263.2166357462906,52379.81058120788,-132.49076690999678,-134.59590403048358,-81.92745499700362,-159.8897855214163,-76.18392012958974,-147.35468273336002
17,4.89,4.57,4.85,4.65,4.68,4.84,5.106763379517521,5.106763379517521,5.106763379517521,5.106763379517521,5.106763379517521,5.106763379517521,0.43107495224898096,0.5928902475274734,0.4877997091184869,0.7924906474274735,0.34446361313539375,0.3933896479273733,0.5125530731133462,0.7923906474274736,0.3980659200116351,0.49378805042547413,0.4593666902662291,0.6926903475274735,1287.3721436102971,53667.18272481818,-96.52226794252223,-159.02056707521444,-77.7592108574044,-149.2882894569192,-110.29411078847818,-114.40996929739454
18,4.69,4.69,4.86,4.59,4.86,4.61,5.113037068964049,5.113037068964049,5.113037068964049,5.113037068964049,5.113037068964049,5.113037068964049,0.43119352519300075,0.5422973572799459,0.4799677129448331,0.741698156780046,0.32991095243389656,0.3429962582794459,0.5261079096521527,0.8415982567800462,0.37975614239445565,0.44329426237504865,0.47837270236971835,0.741997657179946,1250.3845456790345,54917.56727049722,-117.74049998636035,-141.69964596239342,-72.66202804779769,-166.12844360717145,-84.71376319926296,-151.6776308992329
19,4.62,4.82,4.79,4.63,4.91,4.62,5.119309642780341,5.119309642780341,5.119309642780341,5.119309642780341,5.119309642780341,5.119309642780341,0.4518447440336938,0.591755059922666,0.46140239254197474,0.6909564586232659,0.33153970710143854,0.2926532620211665,0.5224880596941983,0.790756658523266,0.35903822880716696,0.3928509681126736,0.49399606789668293,0.7912556595227661,1290.840812873386,56208.4080833706,-133.59336358995077,-120.48101791215547,-76.37759390870974,-156.24847544219088,-73.39769328964354,-157.56224672294576
20,4.59,4.96,4.69,4.77,4.88,4.59,5.125581039058627,5.125581039058627,5.125581039058627,5.125581039058627,5.125581039058627,5.125581039058627,0.47467278446951733,0.6411633048627433,0.43521687776631285,0.6402655021646426,0.35348796317727865,0.3423606087591453,0.5053605848176929,0.7399659018647428,0.3423976561453649,0.3424581171445609,0.5136500645087229,0.8404644038632434,1315.8601698120249,57524.26825318263,-143.20228399179655,-96.9232725049383,-95.13265433079788,-132.5045253381658,-71.43461974857587,-166.93905789007235
21,4.83,4.72,4.93,4.69,4.87,4.76,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,5.1318511959027555,0.45566665513273885,0.5905221415578805,0.4320128135954789,0.5896252366624779,0.3331937417606683,0.2920182481503862,0.4971342417276396,0.689225935962878,0.3284514146931764,0.2921156590274164,0.49894734415824993,0.7896239394593801,1506.093837343394,59030.362090526025,-106.75746980572055,-120.26432216858724,-59.2977062339564,-135.67889362198085,-66.73433148282648,-138.81942900946908
22,4.94,4.71,4.92,4.72,4.76,4.85,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,5.138120051428811,0.43066678012292253,0.5399316194163226,0.43373353290681005,0.5390356114258154,0.31542722256701866,0.2417262299022358,0.48666368912195723,0.638536710026915,0.3444159967844445,0.34182354336838894,0.47879507625165574,0.7388343155199207,1600.2281933235695,60630.5902838496,-86.75035787067407,-114.79201913215833,-54.67362726813004,-125.08329533089244,-85.84108920165356,-120.78889495473705
23,4.96,4.72,4.92,4.76,4.75,4.88,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,5.144387543765721,0.40585951223982614,0.4893916877969063,0.4328896761193576,0.4884965758143896,0.29942538830036375,0.19148450367233355,0.4733740074191234,0.5878981733168881,0.3609024061700674,0.39148171982502056,0.4579221277374358,0.6880954812044008,1709.1888531654556,62339.77913701505,-78.0849089416941,-107.00016992669771,-48.957337951860474,-113.492058846737,-92.31128945840501,-110.40870547062354
24,4.67,5.0,4.68,4.8,4.92,4.73,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,5.150653611055866,0.42675667548423574,0.5389022961091094,0.40546621559054885,0.4380080792385752,0.3258686472007194,0.2412930191686612,0.4577607325173944,0.5373102751435712,0.34280232219953727,0.34109023810519556,0.45276212713794084,0.6374073857231963,1699.7212461405302,64039.50038315558,-117.96711671430076,-67.20786248317788,-83.33625813322776,-102.25404492019412,-65.87549339624728,-121.86442587172058
25,4.68,5.06,4.67,4.86,4.88,4.77,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,5.15691819145569,0.44515700180458107,0.5883633938130004,0.37611257058353903,0.38757007115933667,0.35203429589889623,0.29105172614949254,0.43861296692690077,0.48677296486842764,0.33046967972181535,0.2907491478670904,0.4432873949457767,0.5867699783374731,1789.4301324109279,65828.9305155665,-121.56178978391559,-54.411465284339656,-89.78672031073175,-89.032296186628,-64.94363123438423,-110.75139506894034
26,4.69,5.01,4.75,4.85,4.99,4.76,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,5.1631812231363154,0.4606397406248999,0.6377750304191875,0.3512827949687211,0.3371825010881773,0.3694295217029561,0.340760674423343,0.4217922770766893,0.4362861919035592,0.3092509362733974,0.2404583987192233,0.43669589211670934,0.5361832083591356,1886.3239336204288,67715.25444918693,-125.18730590324151,-54.84385970487703,-85.64041867367676,-84.40570660438378,-46.58799880390418,-105.87394851746174
27,4.71,5.08,4.7,4.89,4.95,4.82,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,5.169442644284147,0.4644809063850797,0.5871372553887683,0.3236011460174802,0.28684531858708917,0.39144260976301853,0.39041991374891966,0.40309579654083194,0.38584990571165567,0.29336545034515676,0.1902179403205041,0.4238978318640539,0.48564702515077646,2001.6617667204628,69716.9162159074,-116.87618109664606,-41.45239666327487,-96.71623573143555,-74.19844645814644,-46.04673844514908,-93.12825002769073
28,4.78,5.12,4.67,4.95,4.82,4.86,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,5.175702393101487,0.4541524032863125,0.5365501181333795,0.295090636032434,0.2365584732685021,0.415236767130393,0.4400294938351707,0.38128034203239547,0.335464055805944,0.30995468465002235,0.2400277223801836,0.4085945592411046,0.43516137812562566,2053.8606544442882,71770.77687035169,-103.11576030578559,-31.80784295710178,-105.39912013412632,-61.97251744653464,-66.67595101550593,-83.02901523622553
29,4.84,5.23,4.67,5.07,4.73,4.88,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,5.18196040780714,0.4389667079104298,0.48601356801524614,0.2620147388262649,0.18632191479523358,0.43788208002753615,0.48958946434133555,0.35311607608310736,0.2851285917501381,0.3346551952327448,0.2897876946578034,0.3929446474633364,0.38472621674750007,2202.808430968922,73973.58530132062,-90.83361197693976,-14.36493852256937,-110.62861512179343,-43.1610132342531,-82.49116065548479,-75.47388466320676
30,4.88,4.91,4.99,4.89,4.93,4.86,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,5.188216626637029,0.4216922484616225,0.4355275544472309,0.2712531414205077,0.23613559288043834,0.4129667095340484,0.4390998748769942,0.34155586699927676,0.234843463158388,0.3206299014705013,0.2394979069631456,0.3811339436936575,0.33434149053075257,2215.4925339211327,76189.07783524175,-81.08737513131746,-56.58160014928676,-68.97328404073636,-58.711830588721604,-54.664391651099685,-72.64969687725477
31,4.87,5.09,4.74,4.93,4.96,4.91,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,0.4069176373439394,0.38509202689278366,0.24883986172969988,0.1858994572875579,0.42916830087156976,0.4886607750021172,0.3269042474835205,0.18460861969522963,0.3050925474543439,0.18925840905618246,0.36544182460981584,0.28400714904022184,2337.2089402515107,78526.28677549327,-77.18477628936536,-31.367858610920422,-102.76961819018454,-49.306033927630466,-46.40761845961066,-62.02752436124973
32,4.9,5.18,4.73,5.05,4.77,4.95,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,0.3908091683284543,0.33470693486589087,0.2217930948459122,0.13571355783027034,0.4458567854024405,0.5381721142271151,0.30323909017201356,0.13442401107553437,0.32794670719190794,0.2390691506471263,0.3475943918392661,0.23372314189118165,2431.321419709017,80957.60819520228,-68.8925467040727,-16.547448154339353,-109.32813286839105,-31.035740916244155,-73.50245506333891,-52.68959431663103
33,4.93,5.14,4.77,5.11,4.73,4.98,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,0.373521738129326,0.284372227931025,0.19932019436971102,0.08557784427244007,0.4451377031065333,0.48763394211288796,0.27703023396698545,0.08428958706445884,0.35317187543762685,0.2888300814964792,0.3287457514706824,0.18348941874929048,2538.041633595931,83495.64982879821,-60.72371689075055,-16.43934532754453,-99.86690741298113,-19.664770256897768,-83.61315028710179,-44.59226167229892
34,5.03,4.96,4.82,5.16,4.76,5.12,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,0.34981794496523333,0.23408785570309398,0.2139067499275217,0.13549226642816764,0.4358979348369634,0.4371463081707751,0.24921109420469803,0.034205297477394384,0.3746854542402597,0.3385412514149827,0.30113344537160636,0.1333059293305412,2639.7735518910695,86135.42338068927,-44.82776805780521,-42.402556612710654,-89.41984413754743,-9.505398885485866,-85.87542117654452,-24.28478615841824
35,4.95,5.09,4.82,5.15,4.75,5.02,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,0.33480143191086104,0.18385376784739088,0.19761282219747164,0.08535677416173947,0.42838162129265245,0.38670916186260434,0.22386630845843486,-0.01582890782008301,0.396168306369868,0.3882027101635677,0.2830344181987873,0.08317262340121066,2691.215753357443,88826.63913404672,-49.124937993177625,-23.29529700588399,-84.66147223976229,-6.104887369492114,-92.62491519903269,-30.874692541452365
36,4.96,5.08,4.84,5.13,4.78,5.02,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,0.32053433483162835,0.13366991407954348,0.1845998273100546,0.03527141738757772,0.41942646726118193,0.33632245270074174,0.2020050297339553,-0.06581307891226293,0.41300931653670364,0.43781450745340417,0.26689904772669953,0.03308945077780945,2777.049696451928,91603.68883049865,-43.41453079784924,-19.873512441975905,-77.74397223592075,-3.8421082606976302,-94.9276223554775,-26.32528440550472
37,4.98,5.05,4.87,5.12,4.79,5.05,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,0.30583787023416825,0.08353624416546394,0.1816820875298551,-0.014763854029809863,0.4079863020452613,0.285986130248041,0.1831398606072229,-0.11574726583335067,0.4271824561687397,0.48737669294595076,0.24947591394288715,-0.016943638672968366,2877.6444328063826,94481.33326330503,-36.63619505894894,-18.700937004060044,-69.77676930827847,-0.48342758475452496,-99.4761214089931,-18.47393282523545
38,5.03,4.99,4.89,5.14,4.82,5.09,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,0.28761861404096445,0.03345270792129848,0.19682674627307398,0.03525090982421995,0.3957667376248395,0.23570014411779294,0.1643119971464406,-0.16563151856751732,0.4259406938238063,0.4368893162530048,0.2299621400948943,-0.06692669503429541,2989.5495441726634,97470.8828074777,-26.564642777575767,-31.191680930088868,-62.971740319833735,6.190558574166699,-91.50152309044712,-9.546303927884521
39,5.03,4.96,4.9,5.11,4.84,5.09,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,0.2714336633710815,-0.016580744786622824,0.2147412988870879,0.08521565891439574,0.38413361703355725,0.18546444397367512,0.15211980160777316,-0.2154658870489498,0.4210840589045439,0.3864524269367518,0.21257321892805872,-0.11685976833926112,3044.4646868199566,100515.34749429766,-22.073498480849633,-40.33024435892602,-57.31450307843394,7.301382316080567,-84.68591549733672,-5.082458070326321
